1001/100 7+8
1756	176 4/8
1757	176 5/8
1758	176 6/8
1759	A
1760	176 7/8
1761	177 0/9
1762	177 1/9
1763	177 2/9
1764	177 3/9
1765	177 4/9
1766	177 5/9
1767	A
1768	177 6/9
1769	177 7/9
1770	177 8/9
1771	178 0/9
1772	178 1/9
1773	178 2/9
1774	178 3/9
1775	A
1776	178 4/9
1777	178 5/9
1778	178 6/9
1779	178 7/9
1780	178 8/9
1781	179 0/9
1782	179 1/9
1783	A
1784	179 2/9
1785	179 3/9
1786	179 4/9
1787	179 5/9
1788	179 6/9
1789	179 7/9
1790	179 8/9
1791	A
1792	180 0/8
1793	180 1/8
1794	180 2/8
1795	180 3/8
1796	180 4/8
1797	180 5/8
1798	180 6/8
1799	A
1800	180 7/8
1801	181 0/9
1802	181 1/9
1803	181 2/9
1804	181 3/9
1805	181 4/9
1806	181 5/9
1807	A
1808	181 6/9
1809	181 7/9
1810	181 8/9
1811	182 0/9
1812	182 1/9
1813	182 2/9
1814	182 3/9
1815	A
1816	182 4/9
1817	182 5/9
1818	182 6/9
1819	182 7/9
1820	182 8/9
1821	183 0/9
1822	183 1/9
1823	A
1824	183 2/9
1825	183 3/9
1826	183 4/9
1827	183 5/9
1828	183 6/9
1829	183 7/9
1830	183 8/9
1831	A
1832	184 0/8
1833	184 1/8
1834	184 2/8
1835	184 3/8
1836	184 4/8
1837	184 5/8
1838	184 6/8
1839	A
1840	184 7/8
1841	185 0/9
1842	185 1/9
1843	185 2/9
1844	185 3/9
1845	185 4/9
1846	185 5/9
1847	A
1848	185 6/9
1849	185 7/9
1850	185 8/9
1851	186 0/9
1852	186 1/9
1853	186 2/9
1854	186 3/9
1855	A
1856	186 4/9
1857	186 5/9
1858	186 6/9
1859	186 7/9
1860	186 8/9
1861	187 0/9
1862	187 1/9
1863	A
1864	187 2/9
1865	187 3/9
1866	187 4/9
1867	187 5/9
1868	187 6/9
1869	187 7/9
1870	187 8/9
1871	A
1872	188 0/8
1873	188 1/8
1874	188 2/8
1875	188 3/8
1876	188 4/8
1877	188 5/8
1878	188 6/8
1879	A
1880	188 7/8
1881	189 0/9
1882	189 1/9
1883	189 2/9
1884	189 3/9
1885	189 4/9
1886	189 5/9
1887	A
1888	189 6/9
1889	189 7/9
1890	189 8/9
1891	190 0/9
1892	190 1/9
1893	190 2/9
1894	190 3/9
1895	A
1896	190 4/9
1897	190 5/9
1898	190 6/9
1899	190 7/9
1900	190 8/9
1901	191 0/9
1902	191 1/9
1903	A
1904	191 2/9
1905	191 3/9
1906	191 4/9
1907	191 5/9
1908	191 6/9
1909	191 7/9
1910	191 8/9
1911	A
1912	192 0/8
1913	192 1/8
1914	192 2/8
1915	192 3/8
1916	192 4/8
1917	192 5/8
1918	192 6/8
1919	A
1920	192 7/8
1921	193 0/9
1922	193 1/9
1923	193 2/9
1924	193 3/9
1925	193 4/9
1926	193 5/9
1927	A
1928	193 6/9
1929	193 7/9
1930	193 8/9
1931	194 0/9
1932	194 1/9
1933	194 2/9
1934	194 3/9
1935	A
1936	194 4/9
1937	194 5/9
1938	194 6/9
1939	194 7/9
1940	194 8/9
1941	195 0/9
1942	195 1/9
1943	A
1944	195 2/9
1945	195 3/9
1946	195 4/9
1947	195 5/9
1948	195 6/9
1949	195 7/9
1950	195 8/9
1951	A
1952	196 0/8
1953	196 1/8
1954	196 2/8
1955	196 3/8
1956	196 4/8
1957	196 5/8
1958	196 6/8
1959	A
1960	196 7/8
1961	197 0/9
1962	197 1/9
1963	197 2/9
1964	197 3/9
1965	197 4/9
1966	197 5/9
1967	A
1968	197 6/9
1969	197 7/9
1970	197 8/9
1971	198 0/9
1972	198 1/9
1973	198 2/9
1974	198 3/9
1975	A
1976	198 4/9
1977	198 5/9
1978	198 6/9
1979	198 7/9
1980	198 8/9
1981	199 0/9
1982	199 1/9
1983	A
1984	199 2/9
1985	199 3/9
1986	199 4/9
1987	199 5/9
1988	199 6/9
1989	199 7/9
1990	199 8/9
1991	A
1992	200 0/9
1993	200 1/9
1994	200 2/9
1995	200 3/9
1996	200 4/9
1997	200 5/9
1998	200 6/9
1999	A
2000	200 7/9
2001	200 8/9
2002	201 0/9
2003	201 1/9
2004	201 2/9
2005	201 3/9
2006	201 4/9
2007	A
2008	201 5/9
2009	201 6/9
2010	201 7/9
2011	201 8/9
2012	202 0/9
2013	202 1/9
2014	202 2/9
2015	A
2016	202 3/9
2017	202 4/9
2018	202 5/9
2019	202 6/9
2020	202 7/9
2021	202 8/9
2022	203 0/9
2023	A
2024	203 1/9
2025	203 2/9
2026	203 3/9
2027	203 4/9
2028	203 5/9
2029	203 6/9
2030	203 7/9
2031	A
2032	203 8/9
2033	204 0/8
2034	204 1/8
2035	204 2/8
2036	204 3/8
2037	204 4/8
2038	204 5/8
2039	A
2040	204 6/8
2041	204 7/8
2042	205 0/9
2043	205 1/9
2044	205 2/9
2045	205 3/9
2046	205 4/9
2047	A
2048	205 5/9
2049	205 6/9
2050	205 7/9
2051	205 8/9
2052	206 0/9
2053	206 1/9
2054	206 2/9
2055	A
2056	206 3/9
2057	206 4/9
2058	206 5/9
2059	206 6/9
2060	206 7/9
2061	206 8/9
2062	207 0/9
2063	A
2064	207 1/9
2065	207 2/9
2066	207 3/9
2067	207 4/9
2068	207 5/9
2069	207 6/9
2070	207 7/9
2071	A
2072	207 8/9
2073	208 0/8
2074	208 1/8
2075	208 2/8
2076	208 3/8
2077	208 4/8
2078	208 5/8
2079	A
2080	208 6/8
2081	208 7/8
2082	209 0/9
2083	209 1/9
2084	209 2/9
2085	209 3/9
2086	209 4/9
2087	A
2088	209 5/9
2089	209 6/9
2090	209 7/9
2091	209 8/9
2092	210 0/9
2093	210 1/9
2094	210 2/9
2095	A
2096	210 3/9
2097	210 4/9
2098	210 5/9
2099	210 6/9
2100	210 7/9
2101	210 8/9
2102	211 0/9
2103	A
2104	211 1/9
2105	211 2/9
2106	211 3/9
2107	211 4/9
2108	211 5/9
2109	211 6/9
2110	211 7/9
2111	A
2112	211 8/9
2113	212 0/8
2114	212 1/8
2115	212 2/8
2116	212 3/8
2117	212 4/8
2118	212 5/8
2119	A
2120	212 6/8
2121	212 7/8
2122	213 0/9
2123	213 1/9
2124	213 2/9
2125	213 3/9
2126	213 4/9
2127	A
2128	213 5/9
2129	213 6/9
2130	213 7/9
2131	213 8/9
2132	214 0/9
2133	214 1/9
2134	214 2/9
2135	A
2136	214 3/9
2137	214 4/9
2138	214 5/9
2139	214 6/9
2140	214 7/9
2141	214 8/9
2142	215 0/9
2143	A
2144	215 1/9
2145	215 2/9
2146	215 3/9
2147	215 4/9
2148	215 5/9
2149	215 6/9
2150	215 7/9
2151	A
2152	215 8/9
2153	216 0/8
2154	216 1/8
2155	216 2/8
2156	216 3/8
2157	216 4/8
2158	216 5/8
2159	A
2160	216 6/8
2161	216 7/8
2162	217 0/9
2163	217 1/9
2164	217 2/9
2165	217 3/9
2166	217 4/9
2167	A
2168	217 5/9
2169	217 6/9
2170	217 7/9
2171	217 8/9
2172	218 0/9
2173	218 1/9
2174	218 2/9
2175	A
2176	218 3/9
2177	218 4/9
2178	218 5/9
2179	218 6/9
2180	218 7/9
2181	218 8/9
2182	219 0/9
2183	A
2184	219 1/9
2185	219 2/9
2186	219 3/9
2187	219 4/9
2188	219 5/9
2189	219 6/9
2190	219 7/9
2191	A
2192	219 8/9
2193	220 0/8
2194	220 1/8
2195	220 2/8
2196	220 3/8
2197	220 4/8
2198	220 5/8
2199	A
2200	220 6/8
2201	220 7/8
2202	221 0/9
2203	221 1/9
2204	221 2/9
2205	221 3/9
2206	221 4/9
2207	A
2208	221 5/9
2209	221 6/9
2210	221 7/9
2211	221 8/9
2212	222 0/9
2213	222 1/9
2214	222 2/9
2215	A
2216	222 3/9
2217	222 4/9
2218	222 5/9
2219	222 6/9
2220	222 7/9
2221	222 8/9
2222	223 0/9
2223	A
2224	223 1/9
2225	223 2/9
2226	223 3/9
2227	223 4/9
2228	223 5/9
2229	223 6/9
2230	223 7/9
2231	A
2232	223 8/9
2233	224 0/8
2234	224 1/8
2235	224 2/8
2236	224 3/8
2237	224 4/8
2238	224 5/8
2239	A
2240	224 6/8
2241	224 7/8
2242	225 0/9
2243	225 1/9
2244	225 2/9
2245	225 3/9
2246	225 4/9
2247	A
2248	225 5/9
2249	225 6/9
2250	225 7/9
2251	225 8/9
2252	226 0/9
2253	226 1/9
2254	226 2/9
2255	A
2256	226 3/9
2257	226 4/9
2258	226 5/9
2259	226 6/9
2260	226 7/9
2261	226 8/9
2262	227 0/9
2263	A
2264	227 1/9
2265	227 2/9
2266	227 3/9
2267	227 4/9
2268	227 5/9
2269	227 6/9
2270	227 7/9
2271	A
2272	227 8/9
2273	228 0/8
2274	228 1/8
2275	228 2/8
2276	228 3/8
2277	228 4/8
2278	228 5/8
2279	A
2280	228 6/8
2281	228 7/8
2282	229 0/9
2283	229 1/9
2284	229 2/9
2285	229 3/9
2286	229 4/9
2287	A
2288	229 5/9
2289	229 6/9
2290	229 7/9
2291	229 8/9
2292	230 0/9
2293	230 1/9
2294	230 2/9
2295	A
2296	230 3/9
2297	230 4/9
2298	230 5/9
2299	230 6/9
2300	230 7/9
2301	230 8/9
2302	231 0/9
2303	A
2304	231 1/9
2305	231 2/9
2306	231 3/9
2307	231 4/9
2308	231 5/9
2309	231 6/9
2310	231 7/9
2311	A
2312	231 8/9
2313	232 0/8
2314	232 1/8
2315	232 2/8
2316	232 3/8
2317	232 4/8
2318	232 5/8
2319	A
2320	232 6/8
2321	232 7/8
2322	233 0/9
2323	233 1/9
2324	233 2/9
2325	233 3/9
2326	233 4/9
2327	A
2328	233 5/9
2329	233 6/9
2330	233 7/9
2331	233 8/9
2332	234 0/9
2333	234 1/9
2334	234 2/9
2335	A
2336	234 3/9
2337	234 4/9
2338	234 5/9
2339	234 6/9
2340	234 7/9
2341	234 8/9
2342	235 0/9
2343	A
2344	235 1/9
2345	235 2/9
2346	235 3/9
2347	235 4/9
2348	235 5/9
2349	235 6/9
2350	235 7/9
2351	A
2352	235 8/9
2353	236 0/8
2354	236 1/8
2355	236 2/8
2356	236 3/8
2357	236 4/8
2358	236 5/8
2359	A
2360	236 6/8
2361	236 7/8
2362	237 0/9
2363	237 1/9
2364	237 2/9
2365	237 3/9
2366	237 4/9
2367	A
2368	237 5/9
2369	237 6/9
2370	237 7/9
2371	237 8/9
2372	238 0/9
2373	238 1/9
2374	238 2/9
2375	A
2376	238 3/9
2377	238 4/9
2378	238 5/9
2379	238 6/9
2380	238 7/9
2381	238 8/9
2382	239 0/9
2383	A
2384	239 1/9
2385	239 2/9
2386	239 3/9
2387	239 4/9
2388	239 5/9
2389	239 6/9
2390	239 7/9
2391	A
2392	239 8/9
2393	240 0/8
2394	240 1/8
2395	240 2/8
2396	240 3/8
2397	240 4/8
2398	240 5/8
2399	A
2400	240 6/8
2401	240 7/8
2402	241 0/9
2403	241 1/9
2404	241 2/9
2405	241 3/9
2406	241 4/9
2407	A
2408	241 5/9
2409	241 6/9
2410	241 7/9
2411	241 8/9
2412	242 0/9
2413	242 1/9
2414	242 2/9
2415	A
2416	242 3/9
2417	242 4/9
2418	242 5/9
2419	242 6/9
2420	242 7/9
2421	242 8/9
2422	243 0/9
2423	A
2424	243 1/9
2425	243 2/9
2426	243 3/9
2427	243 4/9
2428	243 5/9
2429	243 6/9
2430	243 7/9
2431	A
2432	243 8/9
2433	244 0/8
2434	244 1/8
2435	244 2/8
2436	244 3/8
2437	244 4/8
2438	244 5/8
2439	A
2440	244 6/8
2441	244 7/8
2442	245 0/9
2443	245 1/9
2444	245 2/9
2445	245 3/9
2446	245 4/9
2447	A
2448	245 5/9
2449	245 6/9
2450	245 7/9
2451	245 8/9
2452	246 0/9
2453	246 1/9
2454	246 2/9
2455	A
2456	246 3/9
2457	246 4/9
2458	246 5/9
2459	246 6/9
2460	246 7/9
2461	246 8/9
2462	247 0/9
2463	A
2464	247 1/9
2465	247 2/9
2466	247 3/9
2467	247 4/9
2468	247 5/9
2469	247 6/9
2470	247 7/9
2471	A
2472	247 8/9
2473	248 0/8
2474	248 1/8
2475	248 2/8
2476	248 3/8
2477	248 4/8
2478	248 5/8
2479	A
2480	248 6/8
2481	248 7/8
2482	249 0/9
2483	249 1/9
2484	249 2/9
2485	249 3/9
2486	249 4/9
2487	A
2488	249 5/9
2489	249 6/9
2490	249 7/9
2491	249 8/9
2492	250 0/9
2493	250 1/9
2494	250 2/9
2495	A
2496	250 3/9
2497	250 4/9
2498	250 5/9
2499	250 6/9
2500	250 7/9
2501	250 8/9
2502	251 0/9
2503	A
2504	251 1/9
2505	251 2/9
2506	251 3/9
2507	251 4/9
2508	251 5/9
2509	251 6/9
2510	251 7/9
2511	A
2512	251 8/9
2513	252 0/8
2514	252 1/8
2515	252 2/8
2516	252 3/8
2517	252 4/8
2518	252 5/8
2519	A
2520	252 6/8
2521	252 7/8
2522	253 0/9
2523	253 1/9
2524	253 2/9
2525	253 3/9
2526	253 4/9
2527	A
2528	253 5/9
2529	253 6/9
2530	253 7/9
2531	253 8/9
2532	254 0/9
2533	254 1/9
2534	254 2/9
2535	A
2536	254 3/9
2537	254 4/9
2538	254 5/9
2539	254 6/9
2540	254 7/9
2541	254 8/9
2542	255 0/9
2543	A
2544	255 1/9
2545	255 2/9
2546	255 3/9
2547	255 4/9
2548	255 5/9
2549	255 6/9
2550	255 7/9
2551	A
2552	255 8/9
2553	256 0/8
2554	256 1/8
2555	256 2/8
2556	256 3/8
2557	256 4/8
2558	256 5/8
2559	A
2560	256 6/8
2561	256 7/8
2562	257 0/9
2563	257 1/9
2564	257 2/9
2565	257 3/9
2566	257 4/9
2567	A
2568	257 5/9
2569	257 6/9
2570	257 7/9
2571	257 8/9
2572	258 0/9
2573	258 1/9
2574	258 2/9
2575	A
2576	258 3/9
2577	258 4/9
2578	258 5/9
2579	258 6/9
2580	258 7/9
2581	258 8/9
2582	259 0/9
2583	A
2584	259 1/9
2585	259 2/9
2586	259 3/9
2587	259 4/9
2588	259 5/9
2589	259 6/9
2590	259 7/9
2591	A
2592	259 8/9
2593	260 0/8
2594	260 1/8
2595	260 2/8
2596	260 3/8
2597	260 4/8
2598	260 5/8
2599	A
2600	260 6/8
2601	260 7/8
2602	261 0/9
2603	261 1/9
2604	261 2/9
2605	261 3/9
2606	261 4/9
2607	A
2608	261 5/9
2609	261 6/9
2610	261 7/9
2611	261 8/9
2612	262 0/9
2613	262 1/9
2614	262 2/9
2615	A
2616	262 3/9
2617	262 4/9
2618	262 5/9
2619	262 6/9
2620	262 7/9
2621	262 8/9
2622	263 0/9
2623	A
2624	263 1/9
2625	263 2/9
2626	263 3/9
2627	263 4/9
2628	263 5/9
2629	263 6/9
2630	263 7/9
2631	A
2632	263 8/9
2633	264 0/8
2634	264 1/8
2635	264 2/8
2636	264 3/8
2637	264 4/8
2638	264 5/8
2639	A
2640	264 6/8
2641	264 7/8
2642	265 0/9
2643	265 1/9
2644	265 2/9
2645	265 3/9
2646	265 4/9
2647	A
2648	265 5/9
2649	265 6/9
2650	265 7/9
2651	265 8/9
2652	266 0/9
2653	266 1/9
2654	266 2/9
2655	A
2656	266 3/9
2657	266 4/9
2658	266 5/9
2659	266 6/9
2660	266 7/9
2661	266 8/9
2662	267 0/9
2663	A
2664	267 1/9
2665	267 2/9
2666	267 3/9
2667	267 4/9
2668	267 5/9
2669	267 6/9
2670	267 7/9
2671	A
2672	267 8/9
2673	268 0/8
2674	268 1/8
2675	268 2/8
2676	268 3/8
2677	268 4/8
2678	268 5/8
2679	A
2680	268 6/8
2681	268 7/8
2682	269 0/9
2683	269 1/9
2684	269 2/9
2685	269 3/9
2686	269 4/9
2687	A
2688	269 5/9
2689	269 6/9
2690	269 7/9
2691	269 8/9
2692	270 0/9
2693	270 1/9
2694	270 2/9
2695	A
2696	270 3/9
2697	270 4/9
2698	270 5/9
2699	270 6/9
2700	270 7/9
2701	270 8/9
2702	271 0/9
2703	A
2704	271 1/9
2705	271 2/9
2706	271 3/9
2707	271 4/9
2708	271 5/9
2709	271 6/9
2710	271 7/9
2711	A
2712	271 8/9
2713	272 0/8
2714	272 1/8
2715	272 2/8
2716	272 3/8
2717	272 4/8
2718	272 5/8
2719	A
2720	272 6/8
2721	272 7/8
2722	273 0/9
2723	273 1/9
2724	273 2/9
2725	273 3/9
2726	273 4/9
2727	A
2728	273 5/9
2729	273 6/9
2730	273 7/9
2731	273 8/9
2732	274 0/9
2733	274 1/9
2734	274 2/9
2735	A
2736	274 3/9
2737	274 4/9
2738	274 5/9
2739	274 6/9
2740	274 7/9
2741	274 8/9
2742	275 0/9
2743	A
2744	275 1/9
2745	275 2/9
2746	275 3/9
2747	275 4/9
2748	275 5/9
2749	275 6/9
2750	275 7/9
2751	A
2752	275 8/9
2753	276 0/8
2754	276 1/8
2755	276 2/8
2756	276 3/8
2757	276 4/8
2758	276 5/8
2759	A
2760	276 6/8
2761	276 7/8
2762	277 0/9
2763	277 1/9
2764	277 2/9
2765	277 3/9
2766	277 4/9
2767	A
2768	277 5/9
2769	277 6/9
2770	277 7/9
2771	277 8/9
2772	278 0/9
2773	278 1/9
2774	278 2/9
2775	A
2776	278 3/9
2777	278 4/9
2778	278 5/9
2779	278 6/9
2780	278 7/9
2781	278 8/9
2782	279 0/9
2783	A
2784	279 1/9
2785	279 2/9
2786	279 3/9
2787	279 4/9
2788	279 5/9
2789	279 6/9
2790	279 7/9
2791	A
2792	279 8/9
2793	280 0/8
2794	280 1/8
2795	280 2/8
2796	280 3/8
2797	280 4/8
2798	280 5/8
2799	A
2800	280 6/8
2801	280 7/8
2802	281 0/9
2803	281 1/9
2804	281 2/9
2805	281 3/9
2806	281 4/9
2807	A
2808	281 5/9
2809	281 6/9
2810	281 7/9
2811	281 8/9
2812	282 0/9
2813	282 1/9
2814	282 2/9
2815	A
2816	282 3/9
2817	282 4/9
2818	282 5/9
2819	282 6/9
2820	282 7/9
2821	282 8/9
2822	283 0/9
2823	A
2824	283 1/9
2825	283 2/9
2826	283 3/9
2827	283 4/9
2828	283 5/9
2829	283 6/9
2830	283 7/9
2831	A
2832	283 8/9
2833	284 0/8
2834	284 1/8
2835	284 2/8
2836	284 3/8
2837	284 4/8
2838	284 5/8
2839	A
2840	284 6/8
2841	284 7/8
2842	285 0/9
2843	285 1/9
2844	285 2/9
2845	285 3/9
2846	285 4/9
2847	A
2848	285 5/9
2849	285 6/9
2850	285 7/9
2851	285 8/9
2852	286 0/9
2853	286 1/9
2854	286 2/9
2855	A
2856	286 3/9
2857	286 4/9
2858	286 5/9
2859	286 6/9
2860	286 7/9
2861	286 8/9
2862	287 0/9
2863	A
2864	287 1/9
2865	287 2/9
2866	287 3/9
2867	287 4/9
2868	287 5/9
2869	287 6/9
2870	287 7/9
2871	A
2872	287 8/9
2873	288 0/8
2874	288 1/8
2875	288 2/8
2876	288 3/8
2877	288 4/8
2878	288 5/8
2879	A
2880	288 6/8
2881	288 7/8
2882	289 0/9
2883	289 1/9
2884	289 2/9
2885	289 3/9
2886	289 4/9
2887	A
2888	289 5/9
2889	289 6/9
2890	289 7/9
2891	289 8/9
2892	290 0/9
2893	290 1/9
2894	290 2/9
2895	A
2896	290 3/9
2897	290 4/9
2898	290 5/9
2899	290 6/9
2900	290 7/9
2901	290 8/9
2902	291 0/9
2903	A
2904	291 1/9
2905	291 2/9
2906	291 3/9
2907	291 4/9
2908	291 5/9
2909	291 6/9
2910	291 7/9
2911	A
2912	291 8/9
2913	292 0/8
2914	292 1/8
2915	292 2/8
2916	292 3/8
2917	292 4/8
2918	292 5/8
2919	A
2920	292 6/8
2921	292 7/8
2922	293 0/9
2923	293 1/9
2924	293 2/9
2925	293 3/9
2926	293 4/9
2927	A
2928	293 5/9
2929	293 6/9
2930	293 7/9
2931	293 8/9
2932	294 0/9
2933	294 1/9
2934	294 2/9
2935	A
2936	294 3/9
2937	294 4/9
2938	294 5/9
2939	294 6/9
2940	294 7/9
2941	294 8/9
2942	295 0/9
2943	A
2944	295 1/9
2945	295 2/9
2946	295 3/9
2947	295 4/9
2948	295 5/9
2949	295 6/9
2950	295 7/9
2951	A
2952	295 8/9
2953	296 0/8
2954	296 1/8
2955	296 2/8
2956	296 3/8
2957	296 4/8
2958	296 5/8
2959	A
2960	296 6/8
2961	296 7/8
2962	297 0/9
2963	297 1/9
2964	297 2/9
2965	297 3/9
2966	297 4/9
2967	A
2968	297 5/9
2969	297 6/9
2970	297 7/9
2971	297 8/9
2972	298 0/9
2973	298 1/9
2974	298 2/9
2975	A
2976	298 3/9
2977	298 4/9
2978	298 5/9
2979	298 6/9
2980	298 7/9
2981	298 8/9
2982	299 0/9
2983	A
2984	299 1/9
2985	299 2/9
2986	299 3/9
2987	299 4/9
2988	299 5/9
2989	299 6/9
2990	299 7/9
2991	A
2992	299 8/9
2993	300 0/9
2994	300 1/9
2995	300 2/9
2996	300 3/9
2997	300 4/9
2998	300 5/9
2999	A
3000	300 6/9
3001	300 7/9
3002	300 8/9
3003	301 0/9
3004	301 1/9
3005	301 2/9
3006	301 3/9
3007	A
3008	301 4/9
3009	301 5/9
3010	301 6/9
3011	301 7/9
3012	301 8/9
3013	302 0/9
3014	302 1/9
3015	A
3016	302 2/9
3017	302 3/9
3018	302 4/9
3019	302 5/9
3020	302 6/9
3021	302 7/9
3022	302 8/9
3023	A
3024	303 0/9
3025	303 1/9
3026	303 2/9
3027	303 3/9
3028	303 4/9
3029	303 5/9
3030	303 6/9
3031	A
3032	303 7/9
3033	303 8/9
3034	304 0/8
3035	304 1/8
3036	304 2/8
3037	304 3/8
3038	304 4/8
3039	A
3040	304 5/8
3041	304 6/8
3042	304 7/8
3043	305 0/9
3044	305 1/9
3045	305 2/9
3046	305 3/9
3047	A
3048	305 4/9
3049	305 5/9
3050	305 6/9
3051	305 7/9
3052	305 8/9
3053	306 0/9
3054	306 1/9
3055	A
3056	306 2/9
3057	306 3/9
3058	306 4/9
3059	306 5/9
3060	306 6/9
3061	306 7/9
3062	306 8/9
3063	A
3064	307 0/9
3065	307 1/9
3066	307 2/9
3067	307 3/9
3068	307 4/9
3069	307 5/9
3070	307 6/9
3071	A
3072	307 7/9
3073	307 8/9
3074	308 0/8
3075	308 1/8
3076	308 2/8
3077	308 3/8
3078	308 4/8
3079	A
3080	308 5/8
3081	308 6/8
3082	308 7/8
3083	309 0/9
3084	309 1/9
3085	309 2/9
3086	309 3/9
3087	A
3088	309 4/9
3089	309 5/9
3090	309 6/9
3091	309 7/9
3092	309 8/9
3093	310 0/9
3094	310 1/9
3095	A
3096	310 2/9
3097	310 3/9
3098	310 4/9
3099	310 5/9
3100	310 6/9
3101	310 7/9
3102	310 8/9
3103	A
3104	311 0/9
3105	311 1/9
3106	311 2/9
3107	311 3/9
3108	311 4/9
3109	311 5/9
3110	311 6/9
3111	A
3112	311 7/9
3113	311 8/9
3114	312 0/8
3115	312 1/8
3116	312 2/8
3117	312 3/8
3118	312 4/8
3119	A
3120	312 5/8
3121	312 6/8
3122	312 7/8
3123	313 0/9
3124	313 1/9
3125	313 2/9
3126	313 3/9
3127	A
3128	313 4/9
3129	313 5/9
3130	313 6/9
3131	313 7/9
3132	313 8/9
3133	314 0/9
3134	314 1/9
3135	A
3136	314 2/9
3137	314 3/9
3138	314 4/9
3139	314 5/9
3140	314 6/9
3141	314 7/9
3142	314 8/9
3143	A
3144	315 0/9
3145	315 1/9
3146	315 2/9
3147	315 3/9
3148	315 4/9
3149	315 5/9
3150	315 6/9
3151	A
3152	315 7/9
3153	315 8/9
3154	316 0/8
3155	316 1/8
3156	316 2/8
3157	316 3/8
3158	316 4/8
3159	A
3160	316 5/8
3161	316 6/8
3162	316 7/8
3163	317 0/9
3164	317 1/9
3165	317 2/9
3166	317 3/9
3167	A
3168	317 4/9
3169	317 5/9
3170	317 6/9
3171	317 7/9
3172	317 8/9
3173	318 0/9
3174	318 1/9
3175	A
3176	318 2/9
3177	318 3/9
3178	318 4/9
3179	318 5/9
3180	318 6/9
3181	318 7/9
3182	318 8/9
3183	A
3184	319 0/9
3185	319 1/9
3186	319 2/9
3187	319 3/9
3188	319 4/9
3189	319 5/9
3190	319 6/9
3191	A
3192	319 7/9
3193	319 8/9
3194	320 0/8
3195	320 1/8
3196	320 2/8
3197	320 3/8
3198	320 4/8
3199	A
3200	320 5/8
3201	320 6/8
3202	320 7/8
3203	321 0/9
3204	321 1/9
3205	321 2/9
3206	321 3/9
3207	A
3208	321 4/9
3209	321 5/9
3210	321 6/9
3211	321 7/9
3212	321 8/9
3213	322 0/9
3214	322 1/9
3215	A
3216	322 2/9
3217	322 3/9
3218	322 4/9
3219	322 5/9
3220	322 6/9
3221	322 7/9
3222	322 8/9
3223	A
3224	323 0/9
3225	323 1/9
3226	323 2/9
3227	323 3/9
3228	323 4/9
3229	323 5/9
3230	323 6/9
3231	A
3232	323 7/9
3233	323 8/9
3234	324 0/8
3235	324 1/8
3236	324 2/8
3237	324 3/8
3238	324 4/8
3239	A
3240	324 5/8
3241	324 6/8
3242	324 7/8
3243	325 0/9
3244	325 1/9
3245	325 2/9
3246	325 3/9
3247	A
3248	325 4/9
3249	325 5/9
3250	325 6/9
3251	325 7/9
3252	325 8/9
3253	326 0/9
3254	326 1/9
3255	A
3256	326 2/9
3257	326 3/9
3258	326 4/9
3259	326 5/9
3260	326 6/9
3261	326 7/9
3262	326 8/9
3263	A
3264	327 0/9
3265	327 1/9
3266	327 2/9
3267	327 3/9
3268	327 4/9
3269	327 5/9
3270	327 6/9
3271	A
3272	327 7/9
3273	327 8/9
3274	328 0/8
3275	328 1/8
3276	328 2/8
3277	328 3/8
3278	328 4/8
3279	A
3280	328 5/8
3281	328 6/8
3282	328 7/8
3283	329 0/9
3284	329 1/9
3285	329 2/9
3286	329 3/9
3287	A
3288	329 4/9
3289	329 5/9
3290	329 6/9
3291	329 7/9
3292	329 8/9
3293	330 0/9
3294	330 1/9
3295	A
3296	330 2/9
3297	330 3/9
3298	330 4/9
3299	330 5/9
3300	330 6/9
3301	330 7/9
3302	330 8/9
3303	A
3304	331 0/9
3305	331 1/9
3306	331 2/9
3307	331 3/9
3308	331 4/9
3309	331 5/9
3310	331 6/9
3311	A
3312	331 7/9
3313	331 8/9
3314	332 0/8
3315	332 1/8
3316	332 2/8
3317	332 3/8
3318	332 4/8
3319	A
3320	332 5/8
3321	332 6/8
3322	332 7/8
3323	333 0/9
3324	333 1/9
3325	333 2/9
3326	333 3/9
3327	A
3328	333 4/9
3329	333 5/9
3330	333 6/9
3331	333 7/9
3332	333 8/9
3333	334 0/9
3334	334 1/9
3335	A
3336	334 2/9
3337	334 3/9
3338	334 4/9
3339	334 5/9
3340	334 6/9
3341	334 7/9
3342	334 8/9
3343	A
3344	335 0/9
3345	335 1/9
3346	335 2/9
3347	335 3/9
3348	335 4/9
3349	335 5/9
3350	335 6/9
3351	A
3352	335 7/9
3353	335 8/9
3354	336 0/8
3355	336 1/8
3356	336 2/8
3357	336 3/8
3358	336 4/8
3359	A
3360	336 5/8
3361	336 6/8
3362	336 7/8
3363	337 0/9
3364	337 1/9
3365	337 2/9
3366	337 3/9
3367	A
3368	337 4/9
3369	337 5/9
3370	337 6/9
3371	337 7/9
3372	337 8/9
3373	338 0/9
3374	338 1/9
3375	A
3376	338 2/9
3377	338 3/9
3378	338 4/9
3379	338 5/9
3380	338 6/9
3381	338 7/9
3382	338 8/9
3383	A
3384	339 0/9
3385	339 1/9
3386	339 2/9
3387	339 3/9
3388	339 4/9
3389	339 5/9
3390	339 6/9
3391	A
3392	339 7/9
3393	339 8/9
3394	340 0/8
3395	340 1/8
3396	340 2/8
3397	340 3/8
3398	340 4/8
3399	A
3400	340 5/8
3401	340 6/8
